Unnamed: 0,Team,Batter,Dismissal,Runs,Balls,4s,6s,SR,match_id,is_plate,dismissal_type,batting_position
4,TN,Andre Siddarth C,run out (Mangesh Yadav),23,24,2,1,95.83,TNvsMP,False,run out,5
5,TN,Mohamed Ali,st Himanshu Mantri b Kumar Kartikeya,57,47,4,2,121.28,TNvsMP,False,stumped,6
6,TN,Sai Kishore,run out (Saransh Jain),13,13,1,0,100.0,TNvsMP,False,run out,7
7,TN,Sunny Sandhu,c Tripuresh Singh b Mangesh Yadav,43,22,5,2,195.45,TNvsMP,False,caught,8
8,TN,Sonu Yadav,c Tripuresh Singh b Mangesh Yadav,11,9,0,1,122.22,TNvsMP,False,caught,9
9,TN,Gurjapneet Singh,not out,1,1,0,0,100.0,TNvsMP,False,not out,10
10,TN,Govinth Ganesh,c Kumar Kartikeya b Tripuresh Singh,1,5,0,0,20.0,TNvsMP,False,caught,11
11,MP,Harsh Gawali,c Mohamed Ali b Gurjapneet Singh,13,15,3,0,86.67,TNvsMP,False,caught,1
12,MP,Yash Dubey,c N Jagadeesan b Govinth Ganesh,92,109,6,1,84.4,TNvsMP,False,caught,2
13,MP,Himanshu Mantri (wk),c Andre Siddarth C b Govinth Ganesh,90,94,8,0,95.74,TNvsMP,False,caught,3
14,MP,Shubham Sharma,c (sub)Boopathi Kumar b Govinth Ganesh,7,7,1,0,100.0,TNvsMP,False,caught,4
15,MP,Venkatesh Iyer (c),c Gurjapneet Singh b Sonu Yadav,32,25,3,1,128.0,TNvsMP,False,caught,5
16,MP,Rishabh Chauhan,b Govinth Ganesh,3,6,0,0,50.0,TNvsMP,False,bowled,6
17,MP,Tripuresh Singh,not out,19,19,2,0,100.0,TNvsMP,False,not out,7
18,MP,Saransh Jain,b Sonu Yadav,7,8,1,0,87.5,TNvsMP,False,bowled,8
19,MP,Mangesh Yadav,b Gurjapneet Singh,3,5,0,0,60.0,TNvsMP,False,bowled,9
20,MP,Aryan Pandey,not out,8,8,1,0,100.0,TNvsMP,False,not out,10
0,TN,Sai Sudharsan,b Sagar Udeshi,48,48,9,0,100.0,TNvsPDC,False,bowled,1
1,TN,N Jagadeesan (c & wk),c Neyan Shyam Kangayan b Sagar Udeshi,67,91,6,1,73.63,TNvsPDC,False,caught,2
2,TN,Pradosh Paul,c Pugazhendi Akash b Jayant Yadav,73,79,6,1,92.41,TNvsPDC,False,caught,3
3,TN,Indrajith,c Aman Khan b Adil Ayub Tunda,42,37,2,0,113.51,TNvsPDC,False,caught,4
4,TN,Boopathi Kumar,b Pugazhendi Akash,13,15,1,0,86.67,TNvsPDC,False,bowled,5
5,TN,Sunny Sandhu,c Adil Ayub Tunda b Aman Khan,31,14,1,3,221.43,TNvsPDC,False,caught,6
6,TN,Sonu Yadav,c Vikneshwaran Marimuthu b Adil Ayub Tunda,2,3,0,0,66.67,TNvsPDC,False,caught,7
7,TN,Andre Siddarth C,not out,12,8,1,0,150.0,TNvsPDC,False,not out,8
8,TN,Sai Kishore,not out,7,7,0,0,100.0,TNvsPDC,False,not out,9
9,PDC,Neyan Shyam Kangayan,c Sachin Rathi b Gurjapneet Singh,60,68,8,1,88.24,TNvsPDC,False,caught,1
10,PDC,Vedant Bhardwaj,c Sunny Sandhu b Sonu Yadav,17,30,1,0,56.67,TNvsPDC,False,caught,2
11,PDC,Akash Kargave,c Boopathi Kumar b Sachin Rathi,15,33,0,0,45.45,TNvsPDC,False,caught,3
12,PDC,Siddhant Addhatrao (wk),b Sonu Yadav,37,38,3,0,97.37,TNvsPDC,False,bowled,4
13,PDC,Pugazhendi Akash,c Sai Sudharsan b Gurjapneet Singh,21,27,1,1,77.78,TNvsPDC,False,caught,5
14,PDC,Aman Khan (c),lbw b Gurjapneet Singh,0,1,0,0,0.0,TNvsPDC,False,lbw,6
15,PDC,Vikneshwaran Marimuthu,not out,33,42,2,2,78.57,TNvsPDC,False,not out,7
16,PDC,Jayant Yadav,c Sonu Yadav b Sai Kishore,15,15,3,0,100.0,TNvsPDC,False,caught,8
17,PDC,Adil Ayub Tunda,c Sonu Yadav b Sachin Rathi,2,10,0,0,20.0,TNvsPDC,False,caught,9
18,PDC,Sagar Udeshi,b Sai Kishore,1,3,0,0,33.33,TNvsPDC,False,bowled,10
19,PDC,Gaurav Yadav,b Gurjapneet Singh,1,14,0,0,7.14,TNvsPDC,False,bowled,11
0,TN,Washington Sundar,c Subham Ghosh b Abhijit K Sarkar,9,30,1,0,30.0,TNvsTRI,False,caught,1
1,TN,N Jagadeesan (c & wk),c Sridam Paul b M Murasingh,0,6,0,0,0.0,TNvsTRI,False,caught,2
2,TN,Andre Siddarth C,c Subham Ghosh b M Murasingh,70,86,6,2,81.4,TNvsTRI,False,caught,3
3,TN,Indrajith,run out (M Murasingh),48,62,4,0,77.42,TNvsTRI,False,run out,4
4,TN,Boopathi Kumar,c M Murasingh b Ajay Sarkar,27,40,2,0,67.5,TNvsTRI,False,caught,5
5,TN,Mohamed Ali,not out,46,47,5,1,97.87,TNvsTRI,False,not out,6
6,TN,Sai Kishore,run out (Sridam Paul),1,1,0,0,100.0,TNvsTRI,False,run out,7
7,TN,Karthick Manikandan,not out,35,30,2,0,116.67,TNvsTRI,False,not out,8
8,TRI,Tejasvi Jaiswal,run out (N Jagadeesan),45,56,6,1,80.36,TNvsTRI,False,run out,1
9,TRI,Udiyan Bose,c N Jagadeesan b Gurjapneet Singh,2,12,0,0,16.67,TNvsTRI,False,caught,2
10,TRI,Sridam Paul,c N Jagadeesan b Gurjapneet Singh,1,4,0,0,25.0,TNvsTRI,False,caught,3
11,TRI,Vijay Shankar,c Andre Siddarth C b Gurjapneet Singh,10,10,1,0,100.0,TNvsTRI,False,caught,4
12,TRI,Rajat Dey,c Boopathi Kumar b Gurjapneet Singh,39,47,4,0,82.98,TNvsTRI,False,caught,5
13,TRI,Swapnil Singh,b Washington Sundar,23,28,1,1,82.14,TNvsTRI,False,bowled,6
14,TRI,Manisankar Murasingh (c),c N Jagadeesan b Gurjapneet Singh,43,43,4,2,100.0,TNvsTRI,False,caught,7
15,TRI,Subham Ghosh,b Gurjapneet Singh,1,9,0,0,11.11,TNvsTRI,False,bowled,8
16,TRI,Sentu Sarkar (wk),c Washington Sundar b Varun Chakaravarthy,22,40,2,0,55.0,TNvsTRI,False,caught,9
17,TRI,Abhijit K Sarkar,not out,0,4,0,0,0.0,TNvsTRI,False,not out,10
18,TRI,Ajay Sarkar,c Sai Kishore b Varun Chakaravarthy,0,3,0,0,0.0,TNvsTRI,False,caught,11
0,TRI,Tejasvi Jaiswal,c Shubham Singh b Sushant Mishra,0,3,0,0,0.0,TRIvsJHKD,False,caught,1
1,TRI,Arkaprabha Sinha (wk),lbw b Sushant Mishra,12,14,3,0,85.71,TRIvsJHKD,False,lbw,2
2,TRI,Hrituraj Roy,lbw b Sushant Mishra,0,3,0,0,0.0,TRIvsJHKD,False,lbw,3
3,TRI,Sridam Paul,c Kushagra b Sushant Mishra,150,134,13,6,111.94,TRIvsJHKD,False,caught,4
4,TRI,Rajat Dey,c (sub)Shubh Sharma b Rajandeep Singh,102,115,13,0,88.7,TRIvsJHKD,False,caught,5
5,TRI,Manisankar Murasingh (c),c Robin Minz b Shubham Singh,18,10,3,0,180.0,TRIvsJHKD,False,caught,6
6,TRI,Swapnil Singh,run out (Shubham Singh),0,0,0,0,0.0,TRIvsJHKD,False,run out,7
7,TRI,Subham Ghosh,run out (Rajandeep Singh),13,11,1,0,118.18,TRIvsJHKD,False,run out,8
8,TRI,Abhijit K Sarkar,c Kushagra b Sushant Mishra,1,3,0,0,33.33,TRIvsJHKD,False,caught,9
9,TRI,Debaprasad Krishnanaman Sinha,b Sushant Mishra,2,6,0,0,33.33,TRIvsJHKD,False,bowled,10
10,TRI,Ajay Sarkar,not out,1,2,0,0,50.0,TRIvsJHKD,False,not out,11
11,JHKD,Shikhar Mohan,c Swapnil Singh b Abhijit K Sarkar,0,4,0,0,0.0,TRIvsJHKD,False,caught,1
12,JHKD,Utkarsh Singh,c Rajat Dey b Abhijit K Sarkar,6,7,1,0,85.71,TRIvsJHKD,False,caught,2
13,JHKD,Virat Singh,run out (Rajat Dey),1,4,0,0,25.0,TRIvsJHKD,False,run out,3
14,JHKD,Kumar Kushagra (c & wk),c and b Abhijit K Sarkar,26,20,5,0,130.0,TRIvsJHKD,False,caught,4
15,JHKD,Robin Minz,c M Murasingh b Abhijit K Sarkar,7,12,1,0,58.33,TRIvsJHKD,False,caught,5
16,JHKD,Anukul Roy,lbw b Ajay Sarkar,3,16,0,0,18.75,TRIvsJHKD,False,lbw,6
17,JHKD,Rajandeep Singh,st Arkaprabha Sinha b Swapnil Singh,29,46,3,0,63.04,TRIvsJHKD,False,stumped,7
18,JHKD,Md Kounain Quraishi,c Arkaprabha Sinha b Ajay Sarkar,2,8,0,0,25.0,TRIvsJHKD,False,caught,8
19,JHKD,Manishi,run out (Sridam Paul),40,55,3,1,72.73,TRIvsJHKD,False,run out,9
20,JHKD,Sushant Mishra,c and b Swapnil Singh,0,2,0,0,0.0,TRIvsJHKD,False,caught,10
21,JHKD,Shubham Singh,not out,2,13,0,0,15.38,TRIvsJHKD,False,not out,11
0,TRI,Tejasvi Jaiswal,lbw b Venkatesh Iyer,25,30,3,1,83.33,TRIvsMP,False,lbw,1
1,TRI,Udiyan Bose,c Himanshu Mantri b Venkatesh Iyer,13,32,1,0,40.62,TRIvsMP,False,caught,2
2,TRI,Sridam Paul,c Harsh Gawali b Saransh Jain,52,58,4,0,89.66,TRIvsMP,False,caught,3
3,TRI,Vijay Shankar,b Venkatesh Iyer,91,98,4,0,92.86,TRIvsMP,False,bowled,4
4,TRI,Rajat Dey,c and b Kumar Kartikeya,36,40,3,0,90.0,TRIvsMP,False,caught,5
5,TRI,M Murasingh (c),c and b Kumar Kartikeya,0,1,0,0,0.0,TRIvsMP,False,caught,6
6,TRI,Swapnil Singh,not out,30,17,1,2,176.47,TRIvsMP,False,not out,7
7,TRI,Sentu Sarkar (wk),c and b Venkatesh Iyer,11,10,1,0,110.0,TRIvsMP,False,caught,8
8,TRI,Bikramjit Debnath,not out,13,14,1,0,92.86,TRIvsMP,False,not out,9
9,MP,Harsh Gawali,lbw b Abhijit K Sarkar,30,48,5,0,62.5,TRIvsMP,False,lbw,1
10,MP,Yash Dubey,c Swapnil Singh b Vijay Shankar,105,97,8,2,108.25,TRIvsMP,False,caught,2
11,MP,Himanshu Mantri (wk),c Sridam Paul b Saruk Hossain,13,14,0,0,92.86,TRIvsMP,False,caught,3
12,MP,Shubham Sharma,b Vijay Shankar,71,75,2,2,94.67,TRIvsMP,False,bowled,4
13,MP,Tripuresh Singh,b Vijay Shankar,34,15,7,0,226.67,TRIvsMP,False,bowled,5
14,MP,Venkatesh Iyer (c),b M Murasingh,16,9,1,1,177.78,TRIvsMP,False,bowled,6
15,MP,Akshat Raghuwanshi,not out,2,5,0,0,40.0,TRIvsMP,False,not out,7
16,MP,Rahul Batham,not out,7,2,0,1,350.0,TRIvsMP,False,not out,8
0,TRI,Tejasvi Jaiswal,c Ashok Sharma b Aniket Choudhary,61,77,6,2,79.22,TRIvsRAJ,False,caught,1
1,TRI,Udiyan Bose,c Sumit Godara b Ashok Sharma,40,62,6,1,64.52,TRIvsRAJ,False,caught,2
2,TRI,Sridam Paul,c Sumit Godara b Kukna Ajay Singh,50,61,2,4,81.97,TRIvsRAJ,False,caught,3
3,TRI,Vijay Shankar,b Manav Suthar,1,6,0,0,16.67,TRIvsRAJ,False,bowled,4
4,TRI,Rajat Dey,c Manender Singh b Ashok Sharma,43,41,4,1,104.88,TRIvsRAJ,False,caught,5
5,TRI,M Murasingh (c),c Lomror b Khaleel Ahmed,25,23,3,0,108.7,TRIvsRAJ,False,caught,6
6,TRI,Swapnil Singh,c Manender Singh b Khaleel Ahmed,8,10,0,0,80.0,TRIvsRAJ,False,caught,7
7,TRI,Sentu Sarkar (wk),not out,20,15,1,1,133.33,TRIvsRAJ,False,not out,8
8,TRI,Abhijit K Sarkar,c Sumit Godara b Aniket Choudhary,5,3,1,0,166.67,TRIvsRAJ,False,caught,9
9,TRI,Parvez Sultan,run out (Manender Singh),0,1,0,0,0.0,TRIvsRAJ,False,run out,10
10,TRI,Viki Saha,c Kukna Ajay Singh b Aniket Choudhary,0,1,0,0,0.0,TRIvsRAJ,False,caught,11
11,RAJ,Manender Narender Singh (wk),c Udiyan Bose b M Murasingh,14,24,1,0,58.33,TRIvsRAJ,False,caught,1
12,RAJ,Sumit Godara,c Abhijit K Sarkar b Parvez Sultan,37,56,4,0,66.07,TRIvsRAJ,False,caught,2
13,RAJ,Karan Lamba,b Viki Saha,61,73,4,1,83.56,TRIvsRAJ,False,bowled,3
14,RAJ,Deepak Hooda,run out (Parvez Sultan),30,30,2,0,100.0,TRIvsRAJ,False,run out,4
15,RAJ,Mahipal Lomror,c Sridam Paul b Vijay Shankar,28,39,0,2,71.79,TRIvsRAJ,False,caught,5
16,RAJ,Mukul Choudhary,c and b Vijay Shankar,8,8,1,0,100.0,TRIvsRAJ,False,caught,6
17,RAJ,Kukna Ajay Singh,b M Murasingh,14,17,0,1,82.35,TRIvsRAJ,False,bowled,7
18,RAJ,Ashok Sharma,b M Murasingh,2,3,0,0,66.67,TRIvsRAJ,False,bowled,8
19,RAJ,Manav Suthar (c),c Sridam Paul b Vijay Shankar,11,9,0,1,122.22,TRIvsRAJ,False,caught,9
20,RAJ,Aniket Choudhary,not out,6,7,1,0,85.71,TRIvsRAJ,False,not out,10
21,RAJ,Khaleel Ahmed,b Vijay Shankar,0,1,0,0,0.0,TRIvsRAJ,False,bowled,11
0,UP,Goswami,c Shivalik Sharma b Raj Limbani,51,51,7,2,100.0,UPvsBRD,False,caught,1
1,UP,Aryan Juyal,c Shivalik Sharma b Raj Limbani,26,38,2,0,68.42,UPvsBRD,False,caught,2
2,UP,Dhruv Jurel (wk),not out,160,101,15,8,158.42,UPvsBRD,False,not out,3
3,UP,Priyam Garg,c Jitesh Sharma b Raj Limbani,3,8,0,0,37.5,UPvsBRD,False,caught,4
4,UP,Rinku Singh (c),c Jitesh Sharma b Rasikh Salam,63,67,2,3,94.03,UPvsBRD,False,caught,5
5,UP,Sameer Rizvi,c and b Raj Limbani,11,10,2,0,110.0,UPvsBRD,False,caught,6
6,UP,Prashant Veer,c Shivalik Sharma b Aryan Chavda,35,23,3,2,152.17,UPvsBRD,False,caught,7
7,UP,Vipraj Nigam,c Bhanu Pania b Aryan Chavda,0,1,0,0,0.0,UPvsBRD,False,caught,8
8,UP,Zeeshan Ansari,not out,1,1,0,0,100.0,UPvsBRD,False,not out,9
9,BRD,Shashwat Rawat,c and b Rinku Singh,60,69,7,0,86.96,UPvsBRD,False,caught,1
10,BRD,Shivalik Sharma,c Rinku Singh b Sameer Rizvi,30,36,5,0,83.33,UPvsBRD,False,caught,2
11,BRD,Jitesh Sharma (wk),c (sub)Shivam Sharma b Sameer Rizvi,2,4,0,0,50.0,UPvsBRD,False,caught,3
12,BRD,Priyanshu Moliya,lbw b Zeeshan Ansari,12,12,2,0,100.0,UPvsBRD,False,lbw,4
13,BRD,Krunal Pandya (c),c Zeeshan Ansari b Prashant Veer,82,77,10,2,106.49,UPvsBRD,False,caught,5
14,BRD,Vishnu Solanki,st Aryan Juyal b Zeeshan Ansari,43,39,5,1,110.26,UPvsBRD,False,stumped,6
15,BRD,Bhanu Pania,b Zeeshan Ansari,8,16,0,0,50.0,UPvsBRD,False,bowled,7
16,BRD,Atit Sheth,c Kunal Tyagi b Vipraj Nigam,46,28,4,3,164.29,UPvsBRD,False,caught,8
17,BRD,Raj Limbani,c Goswami b Vipraj Nigam,12,12,1,0,100.0,UPvsBRD,False,caught,9
18,BRD,Rasikh Dar Salam,b Kunal Tyagi,6,5,1,0,120.0,UPvsBRD,False,bowled,10
19,BRD,Aryan Chavda,not out,4,2,1,0,200.0,UPvsBRD,False,not out,11
0,UP,Goswami,c Vohra b Sandeep Sharma,1,5,0,0,20.0,UPvsCDG,False,caught,1
1,UP,Aryan Juyal,c (sub)Hardik Chowdhry b Taranpreet Singh,134,118,7,8,113.56,UPvsCDG,False,caught,2
2,UP,Dhruv Jurel (wk),c Tushar Joshi b Nishunk Birla,67,57,11,0,117.54,UPvsCDG,False,caught,3
3,UP,Sameer Rizvi,c Tushar Joshi b Taranpreet Singh,32,46,3,0,69.57,UPvsCDG,False,caught,4
4,UP,Rinku Singh (c),not out,106,60,11,4,176.67,UPvsCDG,False,not out,5
5,UP,Prashant Veer,not out,12,14,1,0,85.71,UPvsCDG,False,not out,6
6,CDG,Arslan Khan,c Dhruv Jurel b Kartik Tyagi,0,4,0,0,0.0,UPvsCDG,False,caught,1
7,CDG,Manan Vohra (c),b Prashant Veer,32,20,4,2,160.0,UPvsCDG,False,bowled,2
8,CDG,Arjun Azad,c Goswami b Vaibhav Chaudhary,11,13,1,0,84.62,UPvsCDG,False,caught,3
9,CDG,Tushar Joshi (wk),c and b Zeeshan Ansari,11,30,0,0,36.67,UPvsCDG,False,caught,4
10,CDG,Ankit Kaushik,c Sameer Rizvi b Zeeshan Ansari,16,49,0,0,32.65,UPvsCDG,False,caught,5
11,CDG,Sanyam Saini,c Vaibhav Chaudhary b Zeeshan Ansari,18,16,1,1,112.5,UPvsCDG,False,caught,6
12,CDG,Taranpreet Singh,c Prashant Veer b Vipraj Nigam,24,28,3,0,85.71,UPvsCDG,False,caught,7
13,CDG,Jagjit Singh,c Dhruv Jurel b Vipraj Nigam,2,2,0,0,100.0,UPvsCDG,False,caught,8
14,CDG,Nishunk Birla,st Dhruv Jurel b Zeeshan Ansari,4,10,0,0,40.0,UPvsCDG,False,stumped,9
15,CDG,Rohit Dhanda,not out,6,6,1,0,100.0,UPvsCDG,False,not out,10
16,CDG,Sandeep Sharma,abs hurt,0,0,0,0,0.0,UPvsCDG,False,absent hurt,11
0,UP,Goswami,c Chinntla Rakshan Readdi b Arfaz Ahmed Mohammad,81,81,10,1,100.0,UPvsHYD,False,caught,1
1,UP,Aryan Juyal,c G Rahul Singh b T Thyagarajan,80,96,9,1,83.33,UPvsHYD,False,caught,2
2,UP,Dhruv Jurel (wk),c Aelgani Varun Goud b Chinntla Rakshan Readdi,80,61,4,4,131.15,UPvsHYD,False,caught,3
3,UP,Sameer Rizvi,c Arfaz Ahmed Mohammad b Nitin Sai Yadav,2,8,0,0,25.0,UPvsHYD,False,caught,4
4,UP,Rinku Singh (c),c Nitin Sai Yadav b Arfaz Ahmed Mohammad,67,48,6,2,139.58,UPvsHYD,False,caught,5
5,UP,Prashant Veer,not out,7,4,1,0,175.0,UPvsHYD,False,not out,6
6,UP,Priyam Garg,not out,1,2,0,0,50.0,UPvsHYD,False,not out,7
7,HYD,Tanmay Agarwal,c Dhruv Jurel b Vipraj Nigam,53,43,9,2,123.26,UPvsHYD,False,caught,1
8,HYD,Abhirath Reddy,lbw b Kartik Tyagi,0,2,0,0,0.0,UPvsHYD,False,lbw,2
9,HYD,Gahlaut Rahul Singh (c),c Vipraj Nigam b Zeeshan Ansari,32,38,5,0,84.21,UPvsHYD,False,caught,3
10,HYD,Rahul Buddhi,c Vipraj Nigam b Zeeshan Ansari,47,64,2,2,73.44,UPvsHYD,False,caught,4
11,HYD,Aelgani Varun Goud,st Dhruv Jurel b Prashant Veer,45,62,2,1,72.58,UPvsHYD,False,stumped,5
12,HYD,Prateek Reddy (wk),b Prashant Veer,2,5,0,0,40.0,UPvsHYD,False,bowled,6
13,HYD,Arfaz Ahmed Mohammad,c Sameer Rizvi b Zeeshan Ansari,0,6,0,0,0.0,UPvsHYD,False,caught,7
14,HYD,Nitin Sai Yadav,b Prashant Veer,14,16,1,0,87.5,UPvsHYD,False,bowled,8
15,HYD,Tanay Thyagarajan,c (sub)Adarsh Singh b Kartik Tyagi,13,12,2,0,108.33,UPvsHYD,False,caught,9
16,HYD,Chinntla Rakshan Readdi,not out,6,8,1,0,75.0,UPvsHYD,False,not out,10
17,HYD,Kartikeya Kak,c Vipraj Nigam b Zeeshan Ansari,0,3,0,0,0.0,UPvsHYD,False,caught,11
0,UP,Goswami,run out (Yawer Hassan),13,33,2,0,39.39,UPvsJK,False,run out,1
1,UP,Aryan Juyal,c Sunil Kumar b Nasir Lone,22,40,3,0,55.0,UPvsJK,False,caught,2
2,UP,Dhruv Jurel (wk),c Abid Mushtaq b Auqib Nabi,55,62,7,0,88.71,UPvsJK,False,caught,3
3,UP,Priyam Garg,c Shubham Khajuria b Auqib Nabi,54,55,6,2,98.18,UPvsJK,False,caught,4
4,UP,Rinku Singh (c),c Kawalpreet Singh b M Ashwin,41,35,2,1,117.14,UPvsJK,False,caught,5
5,UP,Sameer Rizvi,not out,80,45,6,5,177.78,UPvsJK,False,not out,6
6,UP,Prashant Veer,not out,37,18,6,1,205.56,UPvsJK,False,not out,7
7,JK,Qamran Iqbal,run out (Kuldeep Yadav),32,54,2,0,59.26,UPvsJK,False,run out,1
8,JK,Shubham Khajuria,st Dhruv Jurel b Zeeshan Ansari,60,59,8,0,101.69,UPvsJK,False,stumped,2
9,JK,Yawer Hassan,not out,85,78,4,4,108.97,UPvsJK,False,not out,3
10,JK,Paras Dogra (c),b Prashant Veer,13,21,1,0,61.9,UPvsJK,False,bowled,4
11,JK,Kawalpreet Singh,c Vipraj Nigam b Zeeshan Ansari,1,3,0,0,33.33,UPvsJK,False,caught,5
12,JK,Rydham Sharma (wk),c Aryan Juyal b Kuldeep Yadav,15,26,1,0,57.69,UPvsJK,False,caught,6
13,JK,Lone Nasir Muzaffar,b Vipraj Nigam,0,5,0,0,0.0,UPvsJK,False,bowled,7
14,JK,Abid Mushtaq,c Karan Chaudhary b Zeeshan Ansari,2,10,0,0,20.0,UPvsJK,False,caught,8
15,JK,Auqib Nabi Dar,c Rinku Singh b Kuldeep Yadav,30,21,2,2,142.86,UPvsJK,False,caught,9
16,JK,Murugan Ashwin,not out,16,11,2,0,145.45,UPvsJK,False,not out,10
0,UP,Abhishek Goswami,st Harvik Desai b Prasanta Rana,88,82,12,0,107.32,UPvsSAUR,False,stumped,1
1,UP,Aryan Juyal (wk),lbw b Chetan Sakariya,0,7,0,0,0.0,UPvsSAUR,False,lbw,2
2,UP,Rituraj Sharma,c Vishvaraj Jadeja b Chetan Sakariya,12,23,1,0,52.17,UPvsSAUR,False,caught,3
3,UP,Priyam Garg,c Harvik Desai b Prerak Mankad,35,39,6,0,89.74,UPvsSAUR,False,caught,4
4,UP,Rinku Singh (c),c Harvik Desai b Prerak Mankad,13,20,0,0,65.0,UPvsSAUR,False,caught,5
5,UP,Sameer Rizvi,not out,88,77,10,2,114.29,UPvsSAUR,False,not out,6
6,UP,Prashant Veer,c Harvik Desai b Chetan Sakariya,30,31,3,0,96.77,UPvsSAUR,False,caught,7
7,UP,Vipraj Nigam,b Ankur Panwar,13,11,2,0,118.18,UPvsSAUR,False,bowled,8
8,UP,Zeeshan Ansari,c Harvik Desai b Ankur Panwar,20,11,3,0,181.82,UPvsSAUR,False,caught,9
9,UP,Vineet Panwar,not out,1,1,0,0,100.0,UPvsSAUR,False,not out,10
10,SAUR,Harvik Desai (c & wk),not out,100,116,8,2,86.21,UPvsSAUR,False,not out,1
11,SAUR,Vishvaraj Jadeja,c Sameer Rizvi b Karan Chaudhary,9,10,2,0,90.0,UPvsSAUR,False,caught,2
12,SAUR,Prerak Mankad,st Aryan Juyal b Prashant Veer,67,66,7,2,101.52,UPvsSAUR,False,stumped,3
13,SAUR,Sammar Gajjar,c Priyam Garg b Vipraj Nigam,14,18,2,0,77.78,UPvsSAUR,False,caught,4
14,SAUR,Chirag Jani,not out,40,31,2,2,129.03,UPvsSAUR,False,not out,5
0,UP,Goswami,run out (Nachiket Bhute),103,109,10,2,94.5,UPvsVID,False,run out,1
1,UP,Aryan Juyal,c Nachiket Bhute b Parth Rekhade,24,33,2,0,72.73,UPvsVID,False,caught,2
2,UP,Dhruv Jurel (wk),c Samarth R b Harsh Dubey,56,61,5,1,91.8,UPvsVID,False,caught,3
3,UP,Priyam Garg,c Dhruv Shorey b Yash Thakur,67,49,6,3,136.73,UPvsVID,False,caught,4
4,UP,Rinku Singh (c),retd hurt,57,30,4,2,190.0,UPvsVID,False,retired hurt,5
5,UP,Sameer Rizvi,not out,17,15,2,0,113.33,UPvsVID,False,not out,6
6,UP,Prashant Veer,b Nachiket Bhute,4,2,1,0,200.0,UPvsVID,False,bowled,7
7,UP,Vipraj Nigam,not out,2,1,0,0,200.0,UPvsVID,False,not out,8
8,VID,Atharva Taide,b Kartik Tyagi,12,22,1,0,54.55,UPvsVID,False,bowled,1
9,VID,Aman Mokhade,c Kuldeep Yadav b Vipraj Nigam,147,117,17,2,125.64,UPvsVID,False,caught,2
10,VID,Dhruv Shorey,b Zeeshan Ansari,5,12,0,0,41.67,UPvsVID,False,bowled,3
11,VID,Yash Rathod,lbw b Kuldeep Yadav,19,31,0,0,61.29,UPvsVID,False,lbw,4
12,VID,Ravikumar Samarth,c Priyam Garg b Vipraj Nigam,17,26,0,0,65.38,UPvsVID,False,caught,5
13,VID,Akshay Wadkar (wk),not out,51,47,4,1,108.51,UPvsVID,False,not out,6
14,VID,Harsh Dubey (c),c (sub)Shivam Sharma b Kuldeep Yadav,11,12,1,0,91.67,UPvsVID,False,caught,7
15,VID,Nachiket Bhute,b Kuldeep Yadav,1,8,0,0,12.5,UPvsVID,False,bowled,8
16,VID,Parth Rekhade,c Vipraj Nigam b Prashant Veer,5,13,0,0,38.46,UPvsVID,False,caught,9
17,VID,Yash Thakur,b Kartik Tyagi,2,4,0,0,50.0,UPvsVID,False,bowled,10
18,VID,Praful Hinge,not out,2,10,0,0,20.0,UPvsVID,False,not out,11
0,VID,Atharva Taide,c Nihar Deka b Akash Sengupta,80,88,6,3,90.91,VIDvsASM,False,caught,1
1,VID,Aman Mokhade,c Sumit Ghadigaonkar b Ayushman Malakar,3,15,0,0,20.0,VIDvsASM,False,caught,2
2,VID,Dhruv Shorey,lbw b Purkayastha,40,56,3,1,71.43,VIDvsASM,False,lbw,3
3,VID,Ravikumar Samarth,not out,94,76,7,1,123.68,VIDvsASM,False,not out,4
4,VID,Yash Rathod,run out (Akash Sengupta),2,4,0,0,50.0,VIDvsASM,False,run out,5
5,VID,Harsh Dubey (c),b Denish Das,4,7,0,0,57.14,VIDvsASM,False,bowled,6
6,VID,Yash Kadam,c and b Akash Sengupta,41,38,4,0,107.89,VIDvsASM,False,caught,7
7,VID,Nachiket Bhute,c Mukhtar Hussain b Akash Sengupta,33,15,2,2,220.0,VIDvsASM,False,caught,8
8,VID,Shivam Deshmukh (wk),not out,1,1,0,0,100.0,VIDvsASM,False,not out,9
9,ASM,Swarupam Purkayastha,c Samarth R b Parth Rekhade,25,39,4,0,64.1,VIDvsASM,False,caught,1
10,ASM,Saurav Dihingia,c Atharva Taide b Nachiket Bhute,5,12,1,0,41.67,VIDvsASM,False,caught,2
11,ASM,Sumit Ghadigaonkar (c & wk),not out,80,79,5,2,101.27,VIDvsASM,False,not out,3
12,ASM,Sibsankar Roy,c Yash Thakur b Parth Rekhade,5,12,0,0,41.67,VIDvsASM,False,caught,4
13,ASM,Denish Das,run out (Atharva Taide),4,5,0,0,80.0,VIDvsASM,False,run out,5
14,ASM,Nihar Deka,c Dhruv Shorey b Yash Thakur,5,12,0,0,41.67,VIDvsASM,False,caught,6
15,ASM,Ruhinandan Pegu,c Aman Mokhade b Yash Thakur,2,15,0,0,13.33,VIDvsASM,False,caught,7
16,ASM,Akash Sengupta,c Dhruv Shorey b Atharva Taide,11,9,2,0,122.22,VIDvsASM,False,caught,8
17,ASM,Ayushman Malakar,b Parth Rekhade,1,9,0,0,11.11,VIDvsASM,False,bowled,9
